movie_id,budget,revenue,language,overview,runtime,tagline
7458,175000000,497400000,en,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.",163,For passion. For honor. For destiny. For victory. For love.
7459,3684600,10782155,pt,"When a doctor decides to carry out an AIDS prevention program inside Latin America’s largest prison: the Casa de Detenção de São Paulo - Carandiru, he meets the future victims of one of the darkest days in Brazilian History when the State of São Paulo’s Military Police, with the excuse for law enforcement, shot to death 111 people. Based on real facts and on the book written by Dráuzio Varella.",145,Inside here nobody is guilty. Do you believe that?
7460,0,7897645,en,Coffee And Cigarettes is a collection of eleven films from cult director Jim Jarmusch. Each film hosts star studded cast of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.,97,
7477,55000000,6632383,en,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,96,Survival is a Killer.
7479,0,0,en,"On the eve of World War II, the German Kurt Müller, his American-born wife Sara, and their three children, having lived in Europe for years, visit Sara's wealthy mother near Washington, DC. Kurt secretly works for the anti-Nazi resistance. A visiting Romanian count, becoming aware of this, seeks to blackmail him.",114,On her lonesome lips a smile.
7481,40000000,12300000,en,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",108,Enemies because they were taught to be. Allies because they had to be. Brothers because they dared to be.
7482,850000,400000000,en,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,102,Their deadly mission: to crack the forbidden island of Han!
7486,125000,5000000,cn,A gay couple from Hong Kong takes a trip to Argentina in search of a new beginning but instead begins drifting even further apart.,96,Lonely people are all the same.
7487,0,11567449,en,"While traveling in Paris, author Henry Miller and his wife, June, meet Anais Nin, and sexual sparks fly as Nin starts an affair with the openly bisexual June. When June is forced to return to the U.S., she gives Nin her blessing to sleep with her husband. Then, when June returns to France, an unexpected, and sometimes contentious, threesome forms.",136,A true adventure more erotic than any fantasy
7492,0,0,en,"Martin, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges.",95,He could be the boy next door...
7493,965000,1400000,en,A doctor treats a woman suffering from multiple personality disorder.,91,The strangest true experience a young girl ever had.
7541,0,0,en,"Matthew, a college freshman, meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl among a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",94,He met the girl of his dreams. If only he can meet her again.
7560,0,0,en,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring.,112,It will have you sitting on the brink of eternity!
7561,0,241278,en,"A young girl lost in the loneliness and boredom of reality finds solace in an ill boy, whom she can visit in a surreal dream world that she drew in her school composition book.",92,A drawing that became a dream. A dream that became reality.
7562,0,0,fr,"The charismatic criminal Dobermann, who got his first gun when he was christened, leads a gang of brutal robbers. After a complex and brutal bank robbery, they are being hunted by the Paris police. The hunt is led by the sadistic cop Christini, who only has one goal: to catch Dobermann at any cost.",103,
7564,0,0,ja,"Taking its title from an archaic Japanese word meaning ""ghost story,"" this anthology adapts four folk tales. A penniless samurai marries for money with tragic results. A man stranded in a blizzard is saved by Yuki the Snow Maiden, but his rescue comes at a cost. Blind musician Hoichi is forced to perform for an audience of ghosts. An author relates the story of a samurai who sees another warrior's reflection in his teacup.",183,"In the tradition of ""RASHOMON"" and ""GATE OF HELL""."
7566,0,0,en,"Just two years away from turning 30, participants in Michael Apted's documentary series are facing serious questions of identity and purpose, wondering whether they've found their place in the world.",136,"Imagine yourself at 7, 14, 21 & 28."
7569,9500000,111600000,en,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,117,"...and ""twice"" is the only way to live!"
7570,27500000,187500000,en,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Indian Fabergé egg. Bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,131,James Bond’s all time high!
7572,0,0,en,A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.,99,It appears to be a matter of life and death.
7573,36000000,160000000,en,"James Bond returns as the secret agent 007 to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge.",134,Sean Connery is James Bond 007
7579,0,0,en,"Mrs. Bennet wishes to wed her five unmarried daughters and is overjoyed when a wealthy bachelor begins living nearby, but misunderstandings make happiness difficult.",118,The Gayest Comedy Hit of the Screen! Five Gorgeous Beauties on a Mad-Cap Manhunt!
7581,0,0,en,"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",112,No Man Takes What's Mine!
7584,1000000,2700000,en,"Rival reporters Sam Craig and Tess Harding fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.",114,The picture of the year!
7587,0,215245,fr,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",105,His only friend was his gun!
7614,0,0,en,"In the Oklahoma territory at the turn of the twentieth century, two young cowboys vie with a violent ranch hand and a traveling peddler for the hearts of the women they love.",148,It's Here!
7615,350000,2400000,en,"While waiting for her divorce papers, a repressed literature professor finds herself unexpectedly attracted by a carefree, spirited young woman named Cay.",91,"In 1959, Vivian Bell came to Reno, Nevada for a quick divorce. Of all the people she met there, the one who surprised her the most was herself."
7616,10000000,8801940,en,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous woman dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers—with porn actress Holly Body as his guide.",114,You can't believe everything you see.
7618,31000000,9493259,en,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.",143,Everyone has a wild side. Even a legend.
7619,500000,2500000,en,"The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.",106,An emotional earthquake!
7620,0,311245,en,"Monologuist Spalding Gray talks about the great difficulties he experienced while attempting to write his first novel, a nearly 2,000-page autobiographical tome concerning the death of his mother. Among his many asides, Gray discusses his problems in dealing with the Hollywood film industry, recounts the trips he took around the world in order to avoid dealing with his writer's block and describes his ambivalence about acting as stage manager for a Broadway production of ""Our Town.""",87,He Survived Swimming to Cambodia. Now the Adventure Continues.
7624,18000000,14700000,en,"When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule.",106,Just because you’re accepted doesn’t mean you belong.
7636,12000000,37170057,en,"Child psychologist Carter Nix is a loving and caring family man, but under this appearance lies a dark and troubled past. Grappling with the consequences of this past on his own psyche and the influence of his returning father and violent brother Cain, Carter becomes involved in a series of murders and kidnappings. Meanwhile, his wife Jenny rekindles an old love affair, placing herself in the crosshairs of her increasingly unstable husband.",92,Demented. Deranged. Deceptive. De Palma.
,,,,,,
7647,12000000,2280148,en,"Hired to helm an Americanized take on a British play, director Lloyd Fellowes does his best to control an eccentric group of stage actors. With a star actress quickly passing her prime, a male lead with no confidence, and a bit actor that's rarely sober, chaos ensues in the lead up to a Broadway premiere.",103,The comedy where everyone gets caught in the act.
7649,0,0,en,"Londo Mollari, the Centauri Emperor, recounts the initial contact between the Humans and Minbari, which resulted in a major incident and subsequent war, for an eager pair of youngsters wanting a story about love and conflict.",94,
7650,83000,1500000,en,"England, 1645. The cruel civil war between Royalists and Parliamentarians that is ravaging the country causes an era of chaos and legal arbitrariness that allows unscrupulous men to profit by exploiting the absurd superstitions of the peasants; like Matthew Hopkins, a monster disguised as a man who wanders from town to town offering his services as a witch hunter.",87,"He'll hang, burn, and mutilate you. He's the… Witchfinder General"
7657,400000,0,ja,"A group of ruthless gangsters, an unknown woman and an escaped convict have met, in The Forest of Resurrection, the 444th portal to the other side. Their troubles start when those once killed and buried in the forest come back from the dead.",120,Witness a battle no one has ever seen.
,,,,,,
7698,5900000,51718367,en,"While doing a series of reports on alternative energy sources, opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicize the incident, but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret.",122,"People who know the meaning of ""The China Syndrome"" are scared... Soon you will know."
7700,0,0,fr,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",153,‘Dynamic’ ‘Tremendous’ ‘Shattering’
7701,12000000,120900000,en,"Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time.",81,Mikey’s back and about to face his greatest challenge… his new sister.
7702,0,21300000,en,"Father O'Malley is sent to St. Mary's, a run-down parochial school on the verge of condemnation. He and Sister Benedict work together in an attempt to save the school, though their differing methods often lead to good-natured disagreements.",126,The Whole World's in Tune... with Bing and Bergman together at their most brilliant best!
7704,9000000,17768900,en,"A 707 aircraft jetliner, en route from Athens to Rome and then to New York City, is hijacked by Lebanese terrorists, who demand that the pilot take them to Beirut. What the terrorists don't realize is that an elite team of commandos have been called in to eliminate all terrorists on the jetliner.",129,They don't negotiate with terrorists... they blow them away!
7705,0,0,en,"Pat Pemberton is a brilliant athlete, except when her domineering fiancé is around. The ladies golf championship is in her reach until she gets flustered by his presence at the final holes. He wants them to get married and forget the whole thing, but she cannot give up on herself that easily. She enlists the help of Mike Conovan, a slightly shady sports promoter. Together they face mobsters, a jealous boxer, and a growing mutual attraction.",95,"Together again - and it's no fib, their funniest hit since ""Adam's Rib"""
7706,0,0,en,"The well-known explorer and hunter Captain Spaulding has just returned from Africa, and is being welcomed home with a lavish party at the estate of influential society matron Mrs. Rittenhouse when a valuable painting goes missing. The intrepid Captain Spaulding attempts to solve the crime with the help of his silly secretary Horatio Jamison, while sparring with the anarchic Signor Emanuel Ravelli and his nutty sidekick The Professor.",97,The maddest comics of them all!
7707,15000000,9804775,en,"Womanising, right-wing Dan Hanson and quiet, liberal Lorie Bryer work for the Baltimore Sun. Rivals for the job of new writer of a vacant column, the paper ends up instead printing their very different opinions alongside each other, which leads to a similarly combative local TV show. At the same time their initial indifference to each other looks like it may evolve into something more romantic.",115,The story of true love. Both versions.
7708,600000,0,en,"A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams.",103,An irreverent romp that raises hell
7713,134000,4000000,en,"A Serbian émigré in Manhattan believes that, because of an ancient curse, any physical intimacy with the man she loves will turn her into a feline predator.",73,"She knew strange, fierce pleasures that no other woman could ever feel!"
7714,13000000,31500000,en,"The plot of his illegitimate son Mordred to gain the throne, and Guinevere's growing attachment to Sir Lancelot, threatens to topple King Arthur and destroy his ""round table"" of knights.",180,Relive the songs. Relive the romance. Relive the music. Relive the drama. Relive the magic.
7716,0,0,en,A writer for a greeting card company learns the true meaning of loneliness when he comes home to find his girlfriend in bed with another man.,90,Meet Larry Hubbard …lonely guy
7720,0,0,en,The Four Musketeers defend the queen and her dressmaker from Cardinal Richelieu and Milady de Winter.,106,What could be better than The Three Musketeers?
7727,12000000,26200000,en,"A Washington waitress saves the Emir of Ohtar's life, launching her diplomatic career and a scandal.",96,There's something funny going on in Washington. Goldie's about to become a diplomat.
7728,1683000,5086000,en,"A married woman and a drifter fall in love, then plot to murder her husband.",113,Their Love was a Flame that Destroyed!
7730,0,9532895,en,"A showman introduces a small coastal town to a unique movie experience and capitalizes on the Cuban Missile crisis hysteria with a kitschy horror extravaganza combining film effects, stage props and actors in rubber suits in this salute to the B-movie.",99,Lawrence Woolsey presents the end of civilization as we know it. Make that... Proudly Presents!
7742,0,0,fr,"A white Bull Terrier named Baxter is given to an elderly woman by her daughter. As time passes, the dog develops aggressive and murderous behavior in order to be adopted by another family.",82,Beware of the dog who thinks.
7743,25000000,9900000,en,"Middle schooler Ben spends his free time watching sci-fi films, playing video games and reading comic books. Surprisingly, his affinity for all things fantastical yields a real result – when he has a vivid dream about technology, his prodigy best friend Wolfgang manages to create a working spacecraft. Joined by their buddy Darren, the boys take off into outer space and encounter some very odd extraterrestrial life.",109,The adventure begins in your own back yard.
7745,0,0,vi,"In 1951, a young Vietnamese girl arrives at a Saigon household as their new servant.",104,
7748,300000,0,fr,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",110,"You've met the tame Godard, the love Godard, the think Godard, ...now meet the wild Godard!"
7749,0,0,fr,"A supposedly idyllic weekend trip to the countryside turns into a never-ending nightmare of traffic jams, revolution, cannibalism and murder as French bourgeois society starts to collapse under the weight of its own consumer preoccupations.",104,
7753,0,0,en,"A journalist finds himself questioning his own life when his best friend, a dying man, offers him some very powerful wisdom and advice for coping in relationships, careers and society.",89,"When you know how to die, you know how to live."
7756,0,0,ru,"When German knights invade Russia, Prince Alexander Nevsky must rally his people to resist the formidable force. After the Teutonic soldiers take over an eastern Russian city, Alexander stages his stand at Novgorod, where a major battle is fought on the ice of frozen Lake Chudskoe. While Alexander leads his outnumbered troops, two of their number, Vasili and Gavrilo, begin a contest of bravery to win the hand of a local maiden.",109,"The mighty epic of 13th Century Russia...of the ""Battle on the Ice"" when the invading German hordes led by the Teutonic Knights were driven from the soil of Russia - forever."
7757,3000000,2100000,en,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils.",104,The epic story that was destined to stand as a colossus of adventure!
,,,,,,
7766,0,13422,ja,"Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.",108,
7767,0,2693053,it,"After a fateful encounter in the summer of 1966, the lives of two brothers from a middle-class Roman family take different directions, intersecting with some of the most significant events of postwar Italian history in the following decades.",367,The Possibilities Were Endless...
7772,1644000,4327000,en,"After a rapid engagement, a dowdy daughter of a chemist weds an industrialist, knowing little of his family or past. He transforms her into an elegant society wife, but becomes enraged whenever she asks about Michael, his mysterious long-lost brother.",116,An Irresistible Force That Draws a Man and Woman Together!
7773,0,0,en,A troubled and bullied high school student fights against judgement from his community after threatening to bomb the football team.,87,What some kids keep inside is beyond words
7781,0,33856,en,"An oddball family on a Kansas farm are trapped in their farmhouse by an impending storm. The patriarch of the clan is a retired soda pop tycoon. He is currently dating a children's TV evangelist. Also living at the farm is his layabout daughter and her precocious 8 year old daughter, his would-be artist son, the son's fiancée, and the black maid. Also thrown into the mix is the daughter's ex-husband, a ne-er-do-well who is seeking to get back in his ex-wife's good graces.",94,A Comic Adventure In Windy Living
7782,0,18994652,en,Tough guy Thomas Beckett is an US soldier working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller.,98,One Shot. One Kill. No Exceptions.
7786,0,0,en,"Blind blues musician Paul Pena is perhaps best known for his song ""Jet Airliner"". In 1993, Pena heard Tuvan throat singing over his shortwave radio and subsequently taught himself how to reproduce these extraordinary sounds. This documentary follows him to Tuva, where he takes part in a throat singing competition.  Languages featured in the film include English, Russian and Tuvan.",87,
7789,0,0,en,"Filmmakers from all over the world provide short films – each of which is eleven minutes, nine seconds, and one frame of film in length – that offer differing perspectives on the 9/11 terrorist attacks.",129,
7792,0,0,en,An ambitious reporter gets in trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,102,As American as apple pie.
7802,4000000,22490039,en,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",94,"These are the armies of the night. They are 100,000 strong. They outnumber the cops five to one. They could run New York City. Tonight they're all out to get the Warriors."
7810,0,0,en,"Allies of the Shadows seek revenge against humanity. This movie sets up the series, ""Crusade,"" the sequel to ""Babylon 5.""",94,
7811,0,0,en,A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.,94,
7812,0,0,en,"Susan Ivanova discovers a derelict spaceship in hyperspace. They tow it back to Babylon 5, then strange things start happening. People are being telepathically taken over by aliens from another (third)space.",94,One mistake. One mistake out of so many. So many others.
7815,0,0,en,"A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show.",89,"A Completely Cool, Multi-Purpose Movie."
7820,0,700000,sv,"Devout Christians Töre and Märeta send their only daughter, the virginal Karin, and their foster daughter, the unrepentant Ingeri, to deliver candles to a distant church. On their way through the woods, the girls encounter a group of savage goat herders who brutally rape and murder Karin as Ingeri remains hidden. When the killers unwittingly seek refuge in the farmhouse of Töre and Märeta, Töre plots a fitting revenge.",90,Ravished innocence... brings terrible revenge!
7822,0,0,en,"On a Kenyan safari, white hunter Victor Marswell has a love triangle with seductive American socialite Eloise Kelly and anthropologist Donald Nordley's cheating wife Linda.",116,Flaming love found in the savage heart of the jungle!
7826,0,0,en,"Walter Mitty, a daydreaming writer with an overprotective mother, likes to imagine that he is a hero who experiences fantastic adventures. His dream becomes reality when he accidentally meets a mysterious woman who hands him a little black book. According to her, it contains the locations of the Dutch crown jewels hidden since World War II. Soon, Mitty finds himself in the middle of a confusing conspiracy, where he has difficulty differentiating between fact and fiction.",110,"A dream world of comedy, color and Goldwyn-Girl loveliness!"
7831,1107000,2223000,en,Not even the joys of parenthood can stop married sleuths Nick and Nora Charles from investigating a murder on a Long Island estate.,103,Their Merriest Hit! Mr. and Mrs. Thin Man Have a B-A-B-Y!
7832,1401000,2814000,en,"On a trip to visit his parents, detective Nick Charles gets mixed up in a murder investigation.",101,Together again in M-G-M's riotous comedy.
7833,821000,2301000,en,High society sleuths Nick and Nora Charles run into a variety of shady characters while investigating a race-track murder.,97,FUNNIER THAN EVER in their first new laugh-thriller in 2 years!
7834,673000,3165000,en,"Nick and Nora Charles investigate when Nora's cousin reports her disreputable husband is missing, and find themselves in a mystery involving the shady owners of a popular nightclub, a singer and her dark brother, the cousin's forsaken true love, and Nora's bombastic and controlling aunt.",112,Continuing the fun in their NEW hit!
7835,1670000,2305000,en,Society sleuths Nick and Nora Charles investigate a murder in a jazz club.,86,
7839,889900,2000000,en,"Circumstance, an old flame and a mother-in-law drive a happily married couple to the verge of divorce and insanity.",99,Hearty laughers welcome! Come on over and HOWL!
7840,1915000,2807000,en,"British army sergeants Ballantine, Cutter and MacChesney serve in India during the 1880s, along with their native water-bearer, Gunga Din. While completing a dangerous telegraph-repair mission, they unearth evidence of the suppressed Thuggee cult. When Gunga Din tells the sergeants about a secret temple made of gold, the fortune-hunting Cutter is captured by the Thuggees, and it's up to his friends to rescue him.",117,Barbaric Splendor - Gasping Magnitude - Adventure !
,,,,,,
,,,,,,
7843,0,0,de,Stefan and Kai run a thriving business: a home-grown cannabis trade disguised as a pizza delivery service. For now they just have to fight aphids.,93,
7844,0,3956913,cn,"The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. One of his Governors is sent on a mission to retrieve a list of members of that secret society. Meanwhile, Canton kung fu practitioner Fong Sai-Yuk falls in love with the beautiful daughter of a rich merchant.",106,
7845,4000000,0,en,"Earl Bassett's celebrity after defeating the Graboid attack against the town of Perfection has proved short-lived, until he's recruited by a Mexican oil company whose workers have found more than they bargained for under the soil.",100,The Worms have turned.
7846,6000000,0,en,"Survivalist Burt Gummer returns home to Perfection, to find that the little town has been shaken up again by morphing, man-eating Graboids.",105,The Food Chain Just Grew Another Link.
7879,0,0,en,"A film of Margaret Cho's one-woman stand-up show, in which she presents her take on modern sexual topics and minority issues. Filmed live.",95,
7882,0,0,en,"Sir James Forbes arrives in a remote Cornish village to identify a mysterious plague afflicting the population. Local squire Charles, a disciple of Haitian witchcraft, is using the voodoo magic to resurrect the dead to work in his decrepit and unsafe tin mines that are shunned by the local population. But his magic relies on human sacrifice and he unleashes his army of the undead on the unsuspecting village with horrific consequences.",91,Only The Lord Of The Dead Could Unleash Them!
7883,0,0,en,"A nurse in the Caribbean turns to voodoo in hopes of curing her patient, a mindless woman whose husband she's fallen in love with.",69,She's alive…yet dead! She's dead…yet alive!
7884,0,0,en,"A naive Canadian barber who knows US popular culture inside and out meets a flamboyant roadie who needs someone to drive her and her ""brother's"" corpse from Thunder Bay, Ontario to New Orleans. Chaos ensues after the barber agrees to drive her, the corpse, and the drugs stashed within all the way.",103,Where Else Would You Go To Bury Rock N' Roll?
7888,3500000,2500000,en,A young but bright former window cleaner rises to the top of his company by following the advice of a book about ruthless advancement in business.,121,"Nothing Succeeds Like ""Succeed"" ! !"
7889,4638783,11000000,en,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,115,Best of enemies. Deadliest of friends.
7891,300000,0,en,"When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.",87,Do you dare imagine what it would be like to be...The last man on earth...Or the last woman.
7894,0,0,it,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",157,"Two daredevils battle for a fortune in gold, and it will take an army to stop them!"
7895,1500000,700000,en,An American bartender and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a $1 million bounty on the head of a dead gigolo.,113,Why is his head worth one million dollars and the lives of 21 people?
7896,813000,0,en,An ex-lawman is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,94,Showdown in the High Sierra!
7899,0,0,zh,"A one-armed martial arts master is being stalked by an Imperial assassin, the master of two fighters  killed in the previous film. When the One-Armed Boxer is invited to attend a martial arts tournament, his efforts to lay low are unsuccessful, and the assassin soon tracks him down with the help of his three subordinates: a Thai boxer, a yoga master, and a kobojutsu user.",93,It's A Mean Machine - Cuts Your Head Off Clean!
7900,0,0,en,"Blackmailing a young couple to assist with his horrific experiments the Baron, desperate for vital medical data, abducts a man from an insane asylum. On route the abductee dies and the Baron and his assistant transplant his brain into a corpse. The creature is tormented by a trapped soul in an alien shell and, after a visit to his wife who violently rejects his monstrous form, the creature wreaks his revenge on the perpetrator of his misery: Baron Frankenstein.",101,The Most Frightening Frankenstein Movie Ever!
7916,0,1500000,en,"Due to an accident while swimming in the sea, Francis meets the surfer Moondoggie. She's fascinated with his sport and starts to hang out with his clique. Although they make fun of her at first, they teach her to surf and soon she's accepted and given the nickname ""Gidget"". But it's hard work to become more than a friend to Moondoggie.",95,Watch out Brigitte...here comes Gidget!
7920,65000,0,en,"After killing her husband, Peggy Gravel and her murderous maid Grizelda wind up in the crazy town of Mortville, where Queen Carlotta presides over a sleazy collection of misfits.",91,The world may never be the same again!
7924,0,0,ja,"A bad day gets worse for young detective Murakami when a pickpocket steals his gun on a hot, crowded bus. Desperate to right the wrong, he goes undercover, scavenging Tokyo’s sweltering streets for the stray dog whose desperation has led him to a life of crime. With each step, cop and criminal’s lives become more intertwined and the investigation becomes an examination of Murakami’s own dark side.",122,... The Suspense Filled Story of 7 Bullets!
7925,0,0,ja,"In feudal Japan, during a bloody war between clans, two cowardly and greedy peasants, soldiers of a defeated army, stumble upon a mysterious man who guides them to a fortress hidden in the mountains.",139,
7926,250000,0,ja,"In the midst of an attempt to take over his company, a powerhouse executive is hit with a huge ransom demand when his chauffeur's son is kidnapped by mistake.",142,"Stark, intense drama almost beyond belief!"
7930,6000000,31400000,en,"Trapped inside a fortified home owned by a mysterious couple, a young boy quickly learns the true nature of the homicidal inhabitants, and secret creatures hidden deep within the walls.",103,"In every neighborhood, there is one house that adults whisper about and children cross the street to avoid."
7932,0,333843,en,A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.,82,
7934,0,11798616,en,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.",79,You wanted more when it was all over!
7936,0,0,sv,"In the midst of a civil war, former violinists Jan and Eva Rosenberg, who have a tempestuous marriage, run a farm on a rural island. In spite of their best efforts to escape their homeland, the war impinges on every aspect of their lives.",103,
7937,0,0,sv,"Traveling through an unnamed European country on the brink of war, sickly, intellectual Ester, her sister Anna and Anna's young son, Johan, check into a near-empty hotel. A basic inability to communicate among the three seems only to worsen during their stay. Anna provokes her sister by enjoying a dalliance with a local man, while the boy, left to himself, has a series of enigmatic encounters that heighten the growing air of isolation.",95,BERGMAN at his most POWERFUL! SHOCKING! BOLD!
7938,0,0,sv,"A Swedish pastor fails a loving woman, a suicidal fisherman and God.",80,
7939,0,8939,sv,"Karin hopes to recover from her recent stay at a mental hospital by spending the summer at her family's cottage on a tiny island. Her husband, Martin, cares for her but is frustrated by her physical withdrawal. Her younger brother, Minus, is confused by Karin's vulnerability and his own budding sexuality. Their father, David, cannot overcome his haughty remoteness. Beset by visions, Karin descends further into madness.",91,
7940,0,0,sv,"When 'Vogler's Magnetic Health Theater' comes to town, there's bound to be a spectacle. Reading reports of a variety of supernatural disturbances at Vogler's prior performances abroad, the leading townspeople (including the police chief and medical examiner) request that their troupe provide them a sample of their act, before allowing them public audiences. The scientific-minded disbelievers try to expose them as charlatans, but Vogler and his crew prove too clever for them.",101,
7943,0,0,en,"Two hit men walk into a diner asking for a man called ""the Swede"". When the killers find the Swede, he's expecting them and doesn't put up a fight. Since the Swede had a life insurance policy, an investigator, on a hunch, decides to look into the murder. As the Swede's past is laid bare, it comes to light that he was in love with a beautiful woman who may have lured him into pulling off a bank robbery overseen by another man.",103,She's a match for any mobster!
7944,3000000,12000000,en,A defrocked Episcopal clergyman leads a bus-load of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life.,118,One man... three women... one night
7951,11000000,8862354,en,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",121,A new reason to fear the night
