movieId,actor
32060,Creighton Hale
32060,Forrest Stanley
32116,George Burns
32116,Ted Wass
32116,Roxanne Hart
32139,Charlton Heston
32139,Rex Harrison
32139,Diane Cilento
32160,John Barrymore
32160,Carole Lombard
32160,Walter Connolly
32179,Jeanne Moreau
32179,Maurice Ronet
32179,Georges Poujouly
32213,Zachary Bennett
32213,Stephanie Moore
32213,Michael Riley
32234,Jane Fonda
32234,Vanessa Redgrave
32234,Jason Robards
32243,Lars Brygmann
32243,Jakob Cedergren
32243,Nikolaj Coster-Waldau
32289,Michelle Trachtenberg
32289,Joan Cusack
32289,Amy Stewart
32291,Chiwetel Ejiofor
32291,Will Ferrell
32291,Jonny Lee Miller
32294,Clint Jordan
32294,Kirsten Russell
32294,Dudley Findlay Jr.
32296,Sandra Bullock
32296,Regina King
32296,Enrique Murciano
32298,Bernie Mac
32298,Ashton Kutcher
32298,Zoe Saldaña
32300,Sara Foster
32300,Jordana Brewster
32300,Meagan Good
32302,Charles Barkley
32302,Chris Barnes
32302,Timothy Busfield
32314,Werner Herzog
32314,Zak Penn
32314,Kitana Baker
32371,James Stewart
32371,Richard Conte
32371,Lee J. Cobb
32387,Tatsuya Nakadai
32387,Yūzō Kayama
32387,Michiyo Aratama
32392,Sancho Gracia
32392,Ángel de Andrés López
32392,Carmen Maura
32440,Richard Grieco
32440,Gabrielle Anwar
32440,Roger Rees
32442,Michael J. Fox
32442,Kirk Douglas
32442,Nancy Travis
32456,Makoto Nonomura
32456,Nijiko Kiyokawa
32456,Shigeru Izumiya
32460,Til Schweiger
32460,Jan Josef Liefers
32460,Thierry van Werveke
32469,Humphrey Bogart
32469,Aldo Ray
32469,Peter Ustinov
32511,Hsu Feng
32511,Shih Chun
32511,Pai Ying
32515,Ed Harris
32515,Richard Masur
32515,René Auberjonois
32554,Tsutomu Isobe
32554,Koichi Yamadera
32554,Shozo Iizuka
32582,Mark Bittner
32584,Daniel Day-Lewis
32584,Camilla Belle
32584,Catherine Keener
32587,Bruce Willis
32587,Jessica Alba
32587,Clive Owen
32589,Queen Latifah
32589,Alicia Silverstone
32589,Kevin Bacon
32596,Matthew McConaughey
32596,Penélope Cruz
32596,Steve Zahn
32598,Drew Barrymore
32598,Jimmy Fallon
32598,Jason Spevack
32620,Sabine Azéma
32620,Isabelle Nanty
32620,Audrey Tautou
32632,Robert Blake
32632,Billy Green Bush
32632,Mitchell Ryan
32649,Sophia Loren
32649,Marcello Mastroianni
32649,John Vernon
32657,Philippe Noiret
32659,Éric Berger
32659,Sabine Azéma
32659,André Dussollier
32666,Will Friedle
32666,Chris Owen
32666,Louise Lasser
32728,Jodie Foster
32728,Martin Sheen
32728,Alexis Smith
32743,Yukie Nakama
32743,Seiichi Tanabe
32743,Kumiko Aso
32770,Connie Nielsen
32770,Ulrich Thomsen
32770,Nikolaj Lie Kaas
32799,Emilia Unda
32799,Dorothea Wieck
32799,Hedwig Schlichter
32862,Doris Day
32862,Brian Keith
32862,Pat Carroll
32875,Jacques Tati
32875,Guy Decomble
32875,Paul Frankeur
32892,Nikolay Burlyaev
32892,Valentin Zubkov
32892,Yevgeni Zharikov
32898,Georges Méliès
32898,Bleuette Bernon
32898,François Lallement
32906,Boris Plotnikov
32906,Vladimir Gostyukhin
32906,Sergey Yakovlev
32914,Angela Bettis
32914,Patricia Clarkson
32914,Rena Sofer
32917,Marisa Solinas
32917,Anita Ekberg
32917,Romy Schneider
33004,Martin Freeman
33004,Yasiin Bey
33004,Zooey Deschanel
33085,Ryan Reynolds
33085,Melissa George
33085,Jesse James
33090,Dan McComas
33090,Francine Lobis
33090,George Casden
33124,Max Riemelt
33124,Tom Schilling
33124,Devid Striesow
33126,Gene Wilder
33126,Harrison Ford
33126,Ramon Bieri
33132,Beanie Sigel
33132,Damon Dash
33132,Omillio Sparks
33138,Ellen Barkin
33138,Stephen Adly Guirgis
33138,Sharon Wilkins
33145,Ashton Kutcher
33145,Amanda Peet
33145,Kathryn Hahn
33148,Anthony Anderson
33148,Jay Mohr
33148,Kellita Smith
33154,Peter Coyote
33154,John Beard
33154,Jim Chanos
33158,Ice Cube
33158,Samuel L. Jackson
33158,Willem Dafoe
33162,Orlando Bloom
33162,Eva Green
33162,Jeremy Irons
33164,Elisha Cuthbert
33164,Chad Michael Murray
33164,Brian Van Holt
33166,Don Cheadle
33166,Matt Dillon
33166,Michael Peña
33171,Joseph Gordon-Levitt
33171,Brady Corbet
33171,Michelle Trachtenberg
33188,Doug McKeon
33188,Catherine Mary Stewart
33188,Kelly Preston
33201,Victoria Abril
33201,Javier Bardem
33201,Carmelo Gómez
33237,Clark Gable
33237,Jeanette MacDonald
33237,Spencer Tracy
33294,Kaneto Shiozawa
33294,Michie Tomizawa
33294,Seizô Katô
33310,Lola Naymark
33310,Marie Félix
33310,Thomas Laroppe
33312,Groucho Marx
33312,Harpo Marx
33312,Chico Marx
33421,Jamie Bell
33421,Bill Pullman
33421,Michael Angarano
33435,Encke King
33435,Ben Alexander
33435,Jim Backus
33437,Jet Li
33437,Morgan Freeman
33437,Bob Hoskins
33493,Hayden Christensen
33493,Ewan McGregor
33493,Natalie Portman
33495,Will Ferrell
33495,Robert Duvall
33495,Mike Ditka
33499,Jennifer Lopez
33499,Jane Fonda
33499,Michael Vartan
33558,Barry Pepper
33558,Annabella Piugattuk
33558,James Cromwell
33564,Marcello Mastroianni
33564,Daniela Rocca
33564,Stefania Sandrelli
33615,Ben Stiller
33615,Chris Rock
33615,David Schwimmer
33629,Shane McDermott
33629,Seth Green
33629,Brittney Powell
33639,Heather Berman
33639,Emma Therese Biegacki
33639,Eva Carrozza
33644,Stellan Skarsgård
33644,Gabriel Mann
33644,Clara Bellar
33646,Adam Sandler
33646,Chris Rock
33646,James Cromwell
33649,Joan Chen
33649,Michelle Krusiec
33649,Lynn Chen
33660,Russell Crowe
33660,Renée Zellweger
33660,Paul Giamatti
33669,Amber Tamblyn
33669,America Ferrera
33669,Blake Lively
33672,John Robinson
33672,Emile Hirsch
33672,Rebecca De Mornay
33677,Napoleon Murphy Brock
33677,Asa Spades Collins
33677,Tucker Collins
33679,Brad Pitt
33679,Angelina Jolie
33679,Vince Vaughn
33681,Taylor Lautner
33681,Taylor Dooley
33681,Cayden Boyd
33683,Cécile de France
33683,Maïwenn
33683,Philippe Nahon
33725,Paul Kaye
33725,Kate Magowan
33725,Neil Maskell
33779,Eddie Izzard
33781,Robert Taylor
33781,Deborah Kerr
33781,Leo Genn
33794,Christian Bale
33794,Michael Caine
33794,Liam Neeson
33801,Masahiro Matsuoka
33801,Rei Kikukawa
33801,Don Frye
33815,Hilary Duff
33815,Heather Locklear
33815,Chris Noth
33826,Adam Butcher
33826,Campbell Scott
33826,Michael Kanev
33830,Lindsay Lohan
33830,Michael Keaton
33830,Matt Dillon
33834,Simon Baker
33834,John Leguizamo
33834,Dennis Hopper
33836,Nicole Kidman
33836,Will Ferrell
33836,Shirley MacLaine
33838,Christopher Toler
33838,Tommy the Clown
33838,Miss Prissy
33880,Miranda July
33880,John Hawkes
33880,Brandon Ratcliff
33893,Guillermo Toledo
33893,Mónica Cervera
33893,Luis Varela
33896,Kyoko Hasegawa
33896,Atsuro Watabe
33896,Mai Suzuki
33903,Daniel Brühl
33903,Julia Jentsch
33903,Stipe Erceg
33966,Burt Reynolds
33966,Norman D. Golden II
33966,Ruby Dee
34018,Groucho Marx
34018,Chico Marx
34018,Harpo Marx
34048,Tom Cruise
34048,Dakota Fanning
34048,Justin Chatwin
34072,Charles Berling
34072,Romane Bohringer
34072,Jules Sitruk
34129,Martin Lawrence
34129,Wendy Raquel Robinson
34129,Breckin Meyer
34143,Jennifer Connelly
34143,John C. Reilly
34143,Tim Roth
34148,Romain Duris
34148,Niels Arestrup
34148,Jonathan Zaccaï
34150,Ioan Gruffudd
34150,Jessica Alba
34150,Chris Evans
34153,Joe Bishop
34153,Keith Cavill
34153,Andy Cohn
34162,Owen Wilson
34162,Vince Vaughn
34162,Christopher Walken
34164,Lisa Kudrow
34164,Steve Coogan
34164,Jesse Bradford
34271,Terrence Howard
34271,Anthony Anderson
34271,Taryn Manning
34292,Dylan McDermott
34292,Stacey Travis
34292,John Lynch
34312,Orlando Bloom
34312,Michael Peña
34312,Michael Lerner
34319,Ewan McGregor
34319,Scarlett Johansson
34319,Djimon Hounsou
34321,Billy Bob Thornton
34321,Greg Kinnear
34321,Marcia Gay Harden
34323,Sid Haig
34323,Bill Moseley
34323,Sheri Moon Zombie
34326,Michael Pitt
34326,Lukas Haas
34326,Asia Argento
34330,Óscar Jaenada
34330,Ingrid Rubio
34330,Javier Ríos
34332,Michael Angarano
34332,Mary Elizabeth Winstead
34332,Kurt Russell
34334,Josh Lucas
34334,Jessica Biel
34334,Jamie Foxx
34336,Diane Lane
34336,John Cusack
34336,Elizabeth Perkins
34338,Jason Alexander
34338,Chris Albrecht
34338,Hank Azaria
34359,Lynn Redgrave
34359,James Mason
34359,Alan Bates
34397,Jean-Claude Van Damme
34397,Charlton Heston
34397,Sofia Milos
34405,Nathan Fillion
34405,Summer Glau
34405,Gina Torres
34437,Bill Murray
34437,Sharon Stone
34437,Jessica Lange
34450,Jackie Chan
34450,Anita Mui Yim-Fong
34450,Gua Ah-leh
34482,Michael Redgrave
34482,Jean Kent
34482,Nigel Patrick
34520,Johnny Knoxville
34520,Seann William Scott
34520,Jessica Simpson
34523,Jamie Bell
34523,Camilla Belle
34523,Justin Chatwin
34528,Amy Adams
34528,Embeth Davidtz
34528,Ben McKenzie
34530,Rob Schneider
34530,Eddie Griffin
34530,Jeroen Krabbé
34532,Kate Hudson
34532,Gena Rowlands
34532,Peter Sarsgaard
34534,Mark Wahlberg
34534,Tyrese Gibson
34534,André 3000
34536,Franklin D. Roosevelt
34536,Benjamin Bratt
34536,James Franco
34540,Evan Rachel Wood
34540,Selma Blair
34540,Jane Krakowski
34542,Timothy Treadwell
34542,Warren Queeney
34542,Willy Fulton
34800,Rob Morrow
34800,Johnny Depp
34800,Emily Longstreth
34811,Mads Mikkelsen
34811,Leif Sylvester
34811,Kurt Nielsen
35015,Alex Michaeletos
35015,Campbell Scott
35015,Mary Makhatho
35347,Gordon Heath
35347,Maurice Denham
35347,Simon Cadell
35807,Marlon Brando
35807,Glenn Ford
35807,Eddie Albert
35836,Steve Carell
35836,Catherine Keener
35836,Paul Rudd
35957,Rachel McAdams
35957,Cillian Murphy
35957,Brian Cox
36276,Daniel Auteuil
36276,Juliette Binoche
36276,Annie Girardot
36289,Christian Clavier
36289,Gérard Depardieu
36289,Roberto Benigni
36363,Stanislav Lyubshin
36363,Evgeni Leonov
36363,Yuriy Yakovlev
36397,Ewan McGregor
36397,Ricky Gervais
36397,Tim Curry
36401,Matt Damon
36401,Heath Ledger
36401,Lena Headey
36477,Michael Showalter
36477,Elizabeth Banks
36477,Michelle Williams
36509,Cole Hauser
36509,Lena Headey
36509,Morris Chestnut
36517,Ralph Fiennes
36517,Rachel Weisz
36517,Danny Huston
36519,Jason Statham
36519,Amber Valletta
36519,Alessandro Gassmann
36525,Reese Witherspoon
36525,Mark Ruffalo
36525,Donal Logue
36527,Gwyneth Paltrow
36527,Anthony Hopkins
36527,Jake Gyllenhaal
36529,Nicolas Cage
36529,Bridget Moynahan
36529,Jared Leto
36533,Julian Morris
36533,Sandra McCoy
36533,Lindy Booth
36535,Elijah Wood
36535,Eugene Hutz
36535,Boris Lyoskin
36537,Lou Taylor Pucci
36537,Tilda Swinton
36537,Vincent D'Onofrio
36708,Seth MacFarlane
36708,Alex Borstein
36708,Seth Green
36850,Jackie Chan
36850,Bill Tung Biu
36850,Maggie Cheung Man-Yuk
36931,Jackie Chan
36931,Nicholas Tse Ting-Fung
36931,Charlie Yeung Choi-Nei
37211,Groucho Marx
37211,Chico Marx
37211,Harpo Marx
37240,Chalmers Johnson
37240,Joseph Cirincione
37240,Gore Vidal
37380,Dwayne Johnson
37380,Karl Urban
37380,Rosamund Pike
37382,Keira Knightley
37382,Mickey Rourke
37382,Edgar Ramírez
37384,Ryan Reynolds
37384,Anna Faris
37384,Justin Long
37386,Charlize Theron
37386,Marton Csokas
37386,Jonny Lee Miller
37444,Jean Rochefort
37444,Eddy Mitchell
37444,Fiona Gélin
37475,Robert Redford
37475,Jennifer Lopez
37475,Morgan Freeman
37477,Samuel L. Jackson
37477,Eugene Levy
37477,Luke Goss
37495,Tadanobu Asano
37495,Reika Hashimoto
37495,Kyoko Koizumi
37545,Klaus Kinski
37545,Eva Mattes
37545,Wolfgang Reichmann
37720,Laura Linney
37720,Tom Wilkinson
37720,Campbell Scott
37727,Jodie Foster
37727,Peter Sarsgaard
37727,Erika Christensen
37729,Johnny Depp
37729,Helena Bonham Carter
37729,Emily Watson
37731,Elijah Wood
37731,Charlie Hunnam
37731,Claire Forlani
37733,Viggo Mortensen
37733,Maria Bello
37733,Ed Harris
37736,Barney Clark
37736,Ben Kingsley
37736,Jamie Foreman
37739,Shia LaBeouf
37739,Stephen Dillane
37739,Josh Flitter
37741,Philip Seymour Hoffman
37741,Catherine Keener
37741,Clifton Collins Jr.
37830,Takahiro Sakurai
37830,Ayumi Ito
37830,Showtaro Morikubo
37844,Shad Moss
37844,Brandon T. Jackson
37844,Chi McBride
37853,Paul Walker
37853,Jessica Alba
37853,Scott Caan
37857,Stephanie Leonidas
37857,Jason Barry
37857,Rob Brydon
38038,Peter Sallis
38038,Ralph Fiennes
38038,Helena Bonham Carter
38061,Robert Downey Jr.
38061,Val Kilmer
38061,Michelle Monaghan
38095,Lee Byung-hun
38095,Kim Yeong-cheol
38095,Shin Min-a
38159,Grażyna Szapołowska
38159,Olaf Lubaszenko
38159,Stefania Iwińska
38164,Bette Davis
38164,Charles Boyer
38164,Jeffrey Lynn
38294,Gerard Butler
38294,Spencer Wilding
38294,Stellan Skarsgård
38304,Bob Dylan
38304,Allen Ginsberg
38304,Joan Baez
38388,Kuno Becker
38388,Alessandro Nivola
38388,Anna Friel
38583,Charlie Sheen
38583,Nick Cassavetes
38583,Sherilyn Fenn
38798,Cameron Diaz
38798,Toni Collette
38798,Shirley MacLaine
38886,Jesse Eisenberg
38886,Jeff Daniels
38886,Owen Kline
38992,Al Pacino
38992,Matthew McConaughey
38992,Rene Russo
39183,Heath Ledger
39183,Jake Gyllenhaal
39183,Michelle Williams
39231,Orlando Bloom
39231,Kirsten Dunst
39231,Susan Sarandon
39234,Charlize Theron
39234,Elle Peterson
39234,Frances McDormand
39292,David Strathairn
39292,Patricia Clarkson
39292,George Clooney
39307,Kurt Russell
39307,Dakota Fanning
39307,Kris Kristofferson
39381,Guy Pearce
39381,Ray Winstone
39381,Danny Huston
39400,Tom Welling
39400,Maggie Grace
39400,Selma Blair
39414,Steve Martin
39414,Claire Danes
39414,Jason Schwartzman
39427,Ewan McGregor
39427,Ryan Gosling
39427,Naomi Watts
39435,Antonio Banderas
39435,Catherine Zeta-Jones
39435,Adrian Alonso
39444,Nicolas Cage
39444,Michael Caine
39444,Hope Davis
39446,Tobin Bell
39446,Donnie Wahlberg
39446,Shawnee Smith
39449,Uma Thurman
39449,Meryl Streep
39449,Bryan Greenberg
39516,Sergio Castellitto
39516,Claudia Gerini
39516,Penélope Cruz
39715,Tad Hilgenbrink
39715,Arielle Kebbel
39715,Jason Earles
39801,Ryunosuke Kamiki
39801,Hiroyuki Miyasako
39801,Kaho Minami
39869,Bryce Dallas Howard
39869,Isaach de Bankolé
39869,Danny Glover
40148,Jason Statham
40148,Ray Liotta
40148,Vincent Pastore
40278,Jake Gyllenhaal
40278,Jamie Foxx
40278,Peter Sarsgaard
40339,Zach Braff
40339,Garry Marshall
40339,Don Knotts
40412,Paddy Considine
40412,Toby Kebbell
40412,Gary Stretch
40414,Diane Kruger
40414,Benno Fürmann
40414,Guillaume Canet
40478,Stuart Whitman
40478,Janet Leigh
40478,Rory Calhoun
40491,Kati Outinen
40491,Elina Salo
40491,Esko Nikkari
40578,Mikijiro Hira
40578,Gō Katō
40578,Shima Iwashita
40581,Ryan Reynolds
40581,Amy Smart
40581,Anna Faris
40583,George Clooney
40583,Matt Damon
40583,Jeffrey Wright
40597,Antti Tarvainen
40597,Joonas Saartamo
40597,Johanna Rönnlöf
40614,Clive Owen
40614,Jennifer Aniston
40614,Vincent Cassel
40617,Franka Potente
40617,Sean Harris
40617,Vas Blackwood
40629,Keira Knightley
40629,Matthew Macfadyen
40629,Brenda Blethyn
40723,John Jarratt
40723,Cassandra Magrath
40723,Kestie Morassi
40732,Shauna Macdonald
40732,Natalie Mendoza
40732,Alex Reid
40815,Daniel Radcliffe
40815,Rupert Grint
40815,Emma Watson
40819,Joaquin Phoenix
40819,Reese Witherspoon
40819,Ginnifer Goodwin
40826,Anthony Rapp
40826,Adam Pascal
40826,Rosario Dawson
40851,Josh Hutcherson
40851,Jonah Bobo
40851,Dax Shepard
40870,Marc-André Grondin
40870,Danielle Proulx
40870,Michel Côté
40946,Sarah Silverman
40946,Steve Agee
40946,Brian Posehn
40955,Cillian Murphy
40955,Stephen Rea
40955,Brendan Gleeson
40959,John Cusack
40959,Billy Bob Thornton
40959,Connie Nielsen
40962,Dennis Quaid
40962,Rene Russo
40962,Sean Faris
40966,Johnny Depp
40966,Samantha Morton
40966,John Malkovich
41014,Tony Musante
41014,Suzy Kendall
41014,Enrico Maria Salerno
41285,Jonathan Rhys Meyers
41285,Scarlett Johansson
41285,Emily Mortimer
41527,Qais Nashif
41527,Ali Suliman
41527,Lubna Azabal
41566,William Moseley
41566,Anna Popplewell
41566,Skandar Keynes
41569,Naomi Watts
41569,Jack Black
41569,Adrien Brody
41571,Zhang Ziyi
41571,Gong Li
41571,Michelle Yeoh
41573,Dermot Mulroney
41573,Sarah Jessica Parker
41573,Diane Keaton
41617,Anne Hathaway
41617,Bijou Phillips
41617,Shiri Appleby
41627,Toshirō Mifune
41627,Yōko Tsukasa
41627,Gō Katō
41712,Paddy Considine
41712,Andrew Shim
41712,Frank Harper
41716,Pierce Brosnan
41716,Greg Kinnear
41716,Hope Davis
41724,Lee Scott
41724,Don Hunter
41724,Jon Hunter
41769,Josh Hartnett
41769,Radha Mitchell
41769,Gary Cole
41828,Bourvil
41828,Louis de Funès
41828,Terry-Thomas
41863,Tommy Lee Jones
41863,Barry Pepper
41863,Dwight Yoakam
41997,Eric Bana
41997,Daniel Craig
41997,Ciarán Hinds
42002,Nathan Lane
42002,Matthew Broderick
42002,Uma Thurman
42004,Felicity Huffman
42004,Kevin Zegers
42004,Fionnula Flanagan
42007,Jennifer Aniston
42007,Kevin Costner
42007,Shirley MacLaine
42009,Steve Martin
42009,Eugene Levy
42009,Bonnie Hunt
42011,Jim Carrey
42011,Téa Leoni
42011,Alec Baldwin
42013,Johnny Knoxville
42013,Brian Cox
42013,Katherine Heigl
42015,Heath Ledger
42015,Sienna Miller
42015,Jeremy Irons
42018,Judi Dench
42018,Bob Hoskins
42018,Will Young
42176,Radoslav Brzobohatý
42176,Jiřina Bohdalová
42176,Jiří Císler
42285,Corbin Bernsen
42285,Linda Hoffman
42285,Michael Stadvec
42418,Colin Farrell
42418,Q'orianka Kilcher
42418,Christopher Plummer
42422,Makoto Shinkai
42422,Mika Shinohara
42422,Donna Burke
42556,Tony Randall
42556,Barbara Eden
42556,Arthur O'Connell
42559,Toshirō Mifune
42559,Keiju Kobayashi
42559,Yūnosuke Itō
42632,Lee Young-ae
42632,Choi Min-sik
42632,Kwon Yea-young
42638,Johnny Knoxville
42638,Christina Applegate
42638,Gabriel Macht
42718,David Belle
42718,Cyril Raffaelli
42718,Tony D'Amario
42723,Jay Hernandez
42723,Derek Richardson
42723,Eythor Gudjonsson
42725,Allen Covert
42725,Linda Cardellini
42725,Peter Dante
42728,James Franco
42728,Sophia Myles
42728,Rufus Sewell
42730,Josh Lucas
42730,Derek Luke
42730,Jon Voight
42732,Queen Latifah
42732,LL Cool J
42732,Timothy Hutton
42734,Anne Hathaway
42734,Glenn Close
42734,Jim Belushi
42738,Kate Beckinsale
42738,Scott Speedman
42738,Tony Curran
42740,Albert Brooks
42740,Amy Ryan
42740,Sheetal Sheth
42761,Hilary Duff
42761,Shelley Duvall
42761,Cathy Moriarty
42943,Al Pacino
42943,Donald Sutherland
42943,Nastassja Kinski
42946,Jackie Chan
42946,Sammo Hung Kam-Bo
42946,Yuen Biao
43289,Masahiro Motoki
43289,Renji Ishibashi
43289,Mako
43333,Lisa Ray
43333,Sarala
43333,John Abraham
43376,Julia Jentsch
43376,Fabian Hinrichs
43376,Alexander Held
43396,Anthony Hopkins
43396,Walton Goggins
43396,Diane Ladd
43419,Penélope Cruz
43419,Salma Hayek Pinault
43419,Steve Zahn
43460,Steve Coogan
43460,Rob Brydon
43460,Keeley Hawes
43549,Jeremy Davies
43549,Clea DuVall
43549,Allison Smith
43556,James Franco
43556,Tyrese Gibson
43556,Jordana Brewster
43558,Martin Lawrence
43558,Marisol Nichols
43558,Kevin Durand
43560,Emma Thompson
43560,Colin Firth
43560,Kelly Macdonald
43677,Laurence Fishburne
43677,Allen Payne
43677,Malcolm-Jamal Warner
43679,Mary Elizabeth Winstead
43679,Ryan Merriman
43679,Kris Lemche
43684,Sanaa Lathan
43684,Simon Baker
43684,Blair Underwood
43708,Dave Chappelle
43708,Erykah Badu
43708,Common
43744,Piper Perabo
43744,Lena Headey
43744,Matthew Goode
43836,Steve Martin
43836,Jean Reno
43836,Kevin Kline
43869,Will Ferrell
43869,Drew Barrymore
43869,David Cross
43871,Harrison Ford
43871,Paul Bettany
43871,Virginia Madsen
43904,Camilla Belle
43904,Katie Cassidy
43904,Tommy Flanagan
43908,Jessica Biel
43908,Chris Evans
43908,Jason Statham
43912,Samuel L. Jackson
43912,Julianne Moore
43912,Edie Falco
43914,Zooey Deschanel
43914,Will Ferrell
43914,Ed Harris
43917,Paul Walker
43917,Moon Bloodgood
43917,Jason Biggs
43919,Alyson Hannigan
43919,Eddie Griffin
43919,Sophie Monk
43921,Paul Walker
43921,Cameron Bright
43921,Vera Farmiga
43928,Milla Jovovich
43928,Cameron Bright
43928,Nick Chinlund
43930,Lindsay Lohan
43930,Chris Pine
43930,Samaire Armstrong
43932,Kristen Bell
43932,Ian Somerhalder
43932,Christina Milian
43936,Bruce Willis
43936,Yasiin Bey
43936,David Morse
44004,Matthew McConaughey
44004,Sarah Jessica Parker
44004,Zooey Deschanel
44020,Justin Gross
44020,Grey DeLisle
44020,Michael Massee
44022,Ray Romano
44022,John Leguizamo
44022,Denis Leary
44189,Colin Farrell
44189,Salma Hayek Pinault
44189,Donald Sutherland
44191,Natalie Portman
44191,Hugo Weaving
44191,Stephen Rea
44193,Amanda Bynes
44193,Channing Tatum
44193,Laura Ramsey
44195,Aaron Eckhart
44195,Maria Bello
44195,Cameron Bright
44197,Vin Diesel
44197,Alex Rocco
44197,Ron Silver
44199,Denzel Washington
44199,Clive Owen
44199,Jodie Foster
44204,Presley Chweneyagae
44204,Jerry Mofokeng
44204,Terry Pheto
44225,Emma Roberts
44225,JoJo
44225,Sara Paxton
44238,Warwick Davis
44238,Charlie Heath
44238,Shevonne Durkin
44241,Warwick Davis
44241,John Gatins
44241,Lee Armstrong
44243,Warwick Davis
44243,Brent Jasmer
44243,Jessica Collins
44301,Janne Hyytiäinen
44301,Maria Järvenhelmi
44301,Maria Heiskanen
44397,Aaron Stanford
44397,Kathleen Quinlan
44397,Vinessa Shaw
44399,Tim Allen
44399,Kristin Davis
44399,Danny Glover
44511,Doug Bruce
44511,Rupert Murray
44555,Martina Gedeck
44555,Ulrich Mühe
44555,Sebastian Koch
44597,Jō Shishido
44597,Misako Watanabe
44597,Tamio Kawachi
44613,Antonio Banderas
44613,Rob Brown
44613,Yaya DaCosta
44633,Daniel Johnston
44633,Bill Johnston
44633,Margie Johnston
44657,Nadine Nortier
44657,Jean-Claude Guilbert
44657,Marie Cardinal
44665,Josh Hartnett
44665,Morgan Freeman
44665,Ben Kingsley
44694,Penélope Cruz
44694,Carmen Maura
44694,Lola Dueñas
44709,Keke Palmer
44709,Laurence Fishburne
44709,Angela Bassett
44719,Rodrigo Santoro
44719,Othon Bastos
44719,Cássia Kis
44731,Jon Foster
44731,Samaire Armstrong
44731,Frankie Muniz
44759,Sharon Stone
44759,David Morrissey
44759,Charlotte Rampling
44761,Joseph Gordon-Levitt
44761,Emilie de Ravin
44761,Nora Zehetner
44773,Eric Clawson
44773,Jamie Donahue
44773,Brett Beardslee
44777,Emily Booth
44777,Sam Butler
44777,Jamie Honeybourne
44788,Kimberly Peirce
44788,Jon Lewis
44788,David Ansen
44828,Nathan Fillion
44828,Michael Rooker
44828,Elizabeth Banks
44840,Rob Schneider
44840,David Spade
44840,Jon Heder
44849,Patrick Floersheim
44849,Virginie Mery
44849,Laura Blanc
44851,Henry Hübchen
44851,Hannelore Elsner
44851,Udo Samel
44864,Jennifer Aniston
44864,Joan Cusack
44864,Catherine Keener
44889,Kristen Bell
44889,Christian Campbell
44889,Neve Campbell
44929,Abbie Cornish
44929,Heath Ledger
44929,Geoffrey Rush
44931,Werner Krauß
44931,Ruth Weyher
44931,Ilka Grüning
44937,Jérémie Renier
44937,Déborah François
44937,Olivier Gourmet
44943,Tony Benatatos
44943,Jamal Braithwaite
44943,Joseph Casaliggi
44972,Anna Faris
44972,Regina Hall
44972,Craig Bierko
44974,Elliot Page
44974,Patrick Wilson
44974,Sandra Oh
45028,Meryl Streep
45028,Lily Tomlin
45028,Lindsay Lohan
45062,Michael Douglas
45062,Kiefer Sutherland
45062,Eva Longoria
45074,Kiefer Sutherland
45074,Jim Belushi
45074,Eddie Izzard
45081,Radha Mitchell
45081,Sean Bean
45081,Jodelle Ferland
45106,Hugh Grant
45106,Dennis Quaid
45106,Mandy Moore
45175,Joel Edgerton
45175,Chiwetel Ejiofor
45175,Sarah-Jane Potts
45183,Tony Jaa
45183,Petchtai Wongkamlao
45183,Bongkoj Khongmalai
45186,Tom Cruise
45186,Philip Seymour Hoffman
45186,Ving Rhames
45208,Robin Williams
45208,Cheryl Hines
45208,JoJo
45210,J.J. Johnson
45210,Gary Commock
45210,Polly Adams
45221,Jeff Bridges
45221,Missy Peregrym
45221,Vanessa Lengies
45361,Donald Sutherland
45361,Sissy Spacek
45361,Rachel Hurd-Wood
45382,Edward Norton
45382,Evan Rachel Wood
45382,David Morse
45431,Bruce Willis
45431,Garry Shandling
45431,Steve Carell
45440,Max Minghella
45440,Sophia Myles
45440,John Malkovich
45442,Josh Lucas
45442,Kurt Russell
45442,Jacinda Barrett
45447,Tom Hanks
45447,Audrey Tautou
45447,Ian McKellen
45499,Hugh Jackman
45499,Patrick Stewart
45499,Ian McKellen
45501,Jennifer Aniston
45501,Vince Vaughn
45501,Joey Lauren Adams
45503,Scott Mechlowicz
45503,Nick Nolte
45503,Amy Smart
45517,Owen Wilson
45517,Paul Newman
45517,Bonnie Hunt
45635,Gretchen Mol
45635,Chris Bauer
45635,Jared Harris
45648,Michael Keaton
45648,Robert Downey Jr.
45648,Ari Graynor
45658,Peter Mullan
45658,Brenda Blethyn
45658,Sean McGinley
45662,Liev Schreiber
45662,Julia Stiles
45662,Mia Farrow
45666,Jack Black
45666,Ana de la Reguera
45666,Héctor Jiménez
45668,Keanu Reeves
45668,Sandra Bullock
45668,Christopher Plummer
45672,Adam Sandler
45672,Kate Beckinsale
45672,Christopher Walken
45720,Meryl Streep
45720,Anne Hathaway
45720,Emily Blunt
45722,Johnny Depp
45722,Orlando Bloom
45722,Keira Knightley
45726,Owen Wilson
45726,Kate Hudson
45726,Matt Dillon
45728,Brian O'Halloran
45728,Jeff Anderson
45728,Rosario Dawson
45730,Paul Giamatti
45730,Bryce Dallas Howard
45730,Jeffrey Wright
45732,Uma Thurman
45732,Luke Wilson
45732,Anna Faris
