year_film,year_ceremony,ceremony,category,name,film,winner
1942,1943,15,WRITING (Original Screenplay),"Frank Butler, Don Hartman",Road to Morocco,False
1977,1978,50,FILM EDITING,"Walter Hannemann, Angelo Ross",Smokey and the Bandit,False
2002,2003,75,WRITING (Original Screenplay),Written by Nia Vardalos,My Big Fat Greek Wedding,False
1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Judy Davis,Husbands and Wives,False
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Husbands and Wives,False
1974,1975,47,ACTOR,Dustin Hoffman,Lenny,False
1974,1975,47,ACTRESS,Valerie Perrine,Lenny,False
1974,1975,47,CINEMATOGRAPHY,Bruce Surtees,Lenny,False
1974,1975,47,DIRECTING,Bob Fosse,Lenny,False
1974,1975,47,BEST PICTURE,"Marvin Worth, Producer",Lenny,False
1974,1975,47,WRITING (Screenplay Adapted from Other Material),Julian Barry,Lenny,False
2002,2003,75,SOUND,"Kevin O'Connell, Greg P. Russell, Ed Novick",Spider-Man,False
2002,2003,75,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",Spider-Man,False
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,Butterflies Are Free,True
1972,1973,45,CINEMATOGRAPHY,Charles B. Lang,Butterflies Are Free,False
1972,1973,45,SOUND,"Arthur Piantadosi, Charles Knight",Butterflies Are Free,False
2002,2003,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,False
1953,1954,26,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Calamity Jane,False
1953,1954,26,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Calamity Jane,True
1953,1954,26,SOUND RECORDING,"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director",Calamity Jane,False
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,About a Boy,False
1958,1959,31,ACTRESS,Susan Hayward,I Want to Live!,True
1958,1959,31,CINEMATOGRAPHY (Black-and-White),Lionel Lindon,I Want to Live!,False
1958,1959,31,DIRECTING,Robert Wise,I Want to Live!,False
1958,1959,31,FILM EDITING,William Hornbeck,I Want to Live!,False
1958,1959,31,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",I Want to Live!,False
1958,1959,31,WRITING (Screenplay--based on material from another medium),"Nelson Gidding, Don Mankiewicz",I Want to Live!,False
2002,2003,75,ANIMATED FEATURE FILM,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,False
1949,1950,22,CINEMATOGRAPHY (Color),Winton Hoch,She Wore a Yellow Ribbon,True
2002,2003,75,ANIMATED FEATURE FILM,Chris Sanders,Lilo & Stitch,False
2002,2003,75,SOUND EDITING,"Richard Hymns, Gary Rydstrom",Minority Report,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,False
2002,2003,75,ART DIRECTION,Art Direction:  Dennis Gassner; Set Decoration:  Nancy Haigh,Road to Perdition,False
2002,2003,75,CINEMATOGRAPHY,Conrad L. Hall,Road to Perdition,True
2002,2003,75,MUSIC (Original Score),Thomas Newman,Road to Perdition,False
2002,2003,75,SOUND,"Scott Millan, Bob Beemer, John Patrick Pritchett",Road to Perdition,False
2002,2003,75,SOUND EDITING,Scott A. Hecker,Road to Perdition,False
1972,1973,45,CINEMATOGRAPHY,"Harry Stradling, Jr.",1776,False
1969,1970,42,DIRECTING,Costa-Gavras,Z,False
1969,1970,42,FILM EDITING,Françoise Bonnot,Z,True
1969,1970,42,FOREIGN LANGUAGE FILM,Algeria,Z,True
1969,1970,42,BEST PICTURE,"Jacques Perrin and Hamed Rachedi, Producers",Z,False
1969,1970,42,WRITING (Screenplay--based on material from another medium),"Jorge Semprun, Costa-Gavras",Z,False
1989,1990,62,COSTUME DESIGN,Theodor Pistek,Valmont,False
2002,2003,75,DOCUMENTARY (Feature),"Michael Moore, Michael Donovan",Bowling for Columbine,True
1977,1978,50,ACTOR IN A LEADING ROLE,John Travolta,Saturday Night Fever,False
1981,1982,54,ACTOR IN A LEADING ROLE,Paul Newman,Absence of Malice,False
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Absence of Malice,False
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),Kurt Luedtke,Absence of Malice,False
2002,2003,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,False
2002,2003,75,ART DIRECTION,Art Direction:  Felipe Fernandez del Paso; Set Decoration:  Hania Robledo,Frida,False
2002,2003,75,COSTUME DESIGN,Julie Weiss,Frida,False
2002,2003,75,MAKEUP,"John Jackson, Beatrice De Alba",Frida,True
2002,2003,75,MUSIC (Original Score),Elliot Goldenthal,Frida,True
2002,2003,75,MUSIC (Original Song),Music by Elliot Goldenthal; Lyric by Julie Taymor,Frida,False
1967,1968,40,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Casino Royale,False
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,False
1960,1961,33,CINEMATOGRAPHY (Color),Sam Leavitt,Exodus,False
1960,1961,33,MUSIC (Music Score of a Dramatic or Comedy Picture),Ernest Gold,Exodus,True
2002,2003,75,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,True
2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,False
2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,False
2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,False
2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,False
1958,1959,31,MUSIC (Song),Music and Lyrics by Jay Livingston and Ray Evans,Houseboat,False
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),"Melville Shavelson, Jack Rose",Houseboat,False
1991,1992,64,COSTUME DESIGN,Corinne Jorry,Madame Bovary,False
1981,1982,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,False
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Elizabeth McGovern,Ragtime,False
1981,1982,54,ART DIRECTION,"Art Direction:  John Graysmark, Patrizia Von Brandenstein, Anthony Reading;  Set Decoration:  George de Titta, Sr., George de Titta, Jr., Peter Howitt",Ragtime,False
1981,1982,54,CINEMATOGRAPHY,Miroslav Ondricek,Ragtime,False
1981,1982,54,COSTUME DESIGN,Anna Hill Johnstone,Ragtime,False
1981,1982,54,MUSIC (Original Score),Randy Newman,Ragtime,False
1981,1982,54,MUSIC (Original Song),Music and Lyric by Randy Newman,Ragtime,False
1981,1982,54,WRITING (Screenplay Based on Material from Another Medium),Michael Weller,Ragtime,False
2002,2003,75,ANIMATED FEATURE FILM,Ron Clements,Treasure Planet,False
2001,2002,74,FOREIGN LANGUAGE FILM,Norway,Elling,False
2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,True
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,False
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Charlie Kaufman and Donald Kaufman,Adaptation,False
2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,False
2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,False
2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,False
2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,False
2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,False
2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,False
2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,False
2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,False
2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,False
2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,False
2002,2003,75,WRITING (Original Screenplay),Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Gangs of New York,False
1956,1957,29,CINEMATOGRAPHY (Color),Jack Cardiff,War and Peace,False
1956,1957,29,COSTUME DESIGN (Color),Marie De Matteis,War and Peace,False
1956,1957,29,DIRECTING,King Vidor,War and Peace,False
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Susan Tyrrell,Fat City,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,False
2002,2003,75,MUSIC (Original Score),John Williams,Catch Me If You Can,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,False
2002,2003,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,True
2002,2003,75,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,Chicago,True
2002,2003,75,CINEMATOGRAPHY,Dion Beebe,Chicago,False
2002,2003,75,COSTUME DESIGN,Colleen Atwood,Chicago,True
2002,2003,75,DIRECTING,Rob Marshall,Chicago,False
2002,2003,75,FILM EDITING,Martin Walsh,Chicago,True
2002,2003,75,MUSIC (Original Song),Music by John Kander; Lyric by Fred Ebb,Chicago,False
2002,2003,75,BEST PICTURE,"Martin Richards, Producer",Chicago,True
2002,2003,75,SOUND,"Michael Minkler, Dominick Tavella, David Lee",Chicago,True
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Bill Condon,Chicago,False
1935,1936,8,ACTRESS,Katharine Hepburn,Alice Adams,False
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Susan Kohner,Imitation of Life,False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Juanita Moore,Imitation of Life,False
1982,1983,55,ACTOR IN A LEADING ROLE,Jack Lemmon,Missing,False
1982,1983,55,ACTRESS IN A LEADING ROLE,Sissy Spacek,Missing,False
1982,1983,55,BEST PICTURE,"Edward Lewis and Mildred Lewis, Producers",Missing,False
1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),"Costa-Gavras, Donald Stewart",Missing,True
1959,1960,32,ACTRESS,Doris Day,Pillow Talk,False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pillow Talk,False
1959,1960,32,ART DIRECTION (Color),"Art Direction:  Richard H. Riedel;  Set Decoration:  Russell A. Gausman, Ruby R. Levitt",Pillow Talk,False
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Frank DeVol,Pillow Talk,False
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),"Story by Russell Rouse, Clarence Greene;  Screenplay by Stanley Shapiro, Maurice Richlin",Pillow Talk,True
1966,1967,39,MUSIC (Original Music Score),John Barry,Born Free,True
1966,1967,39,MUSIC (Song),Music by John Barry; Lyrics by Don Black,Born Free,True
1977,1978,50,ACTOR IN A LEADING ROLE,Richard Burton,Equus,False
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Peter Firth,Equus,False
1977,1978,50,WRITING (Screenplay--based on material from another medium),Peter Shaffer,Equus,False
1990,1991,63,WRITING (Screenplay Written Directly for the Screen),Peter Weir,Green Card,False
1959,1960,32,ART DIRECTION (Color),"Art Direction:  Lyle R. Wheeler, Franz Bachelin, Herman A. Blumenthal;  Set Decoration:  Walter M. Scott, Joseph Kish",Journey to the Center of the Earth,False
1959,1960,32,SOUND,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",Journey to the Center of the Earth,False
1959,1960,32,SPECIAL EFFECTS,"Visual Effects by L. B. Abbott, James B. Gordon; Audible Effects by Carl Faulkner",Journey to the Center of the Earth,False
1988,1989,61,FOREIGN LANGUAGE FILM,India,Salaam Bombay!,False
1969,1970,42,ART DIRECTION,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Jack D. Moore",Sweet Charity,False
1969,1970,42,COSTUME DESIGN,Edith Head,Sweet Charity,False
1969,1970,42,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Cy Coleman,Sweet Charity,False
1971,1972,44,MUSIC (Original Dramatic Score),Jerry Fielding,Straw Dogs,False
2002,2003,75,DOCUMENTARY (Feature),"Jeffrey Blitz, Sean Welch",Spellbound,False
1956,1957,29,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",High Society,False
1956,1957,29,MUSIC (Song),Music and Lyrics by Cole Porter,High Society,False
1956,1957,29,WRITING (Motion Picture Story),"Edward Bernds, Elwood Ullman",High Society,False
1953,1954,26,MUSIC (Scoring of a Musical Picture),"Andre Previn, Saul Chaplin",Kiss Me Kate,False
2003,2004,76,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,True
2003,2004,76,MUSIC (Original Score),Thomas Newman,Finding Nemo,False
2003,2004,76,SOUND EDITING,Gary Rydstrom and Michael Silvers,Finding Nemo,False
2003,2004,76,WRITING (Original Screenplay),"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",Finding Nemo,False
2003,2004,76,DOCUMENTARY (Feature),Andrew Jarecki and Marc Smerling,Capturing the Friedmans,False
1965,1966,38,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Shenandoah,False
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Michael Lerner,Barton Fink,False
1991,1992,64,ART DIRECTION,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,Barton Fink,False
1991,1992,64,COSTUME DESIGN,Richard Hornung,Barton Fink,False
1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Lange,Music Box,False
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Carol Channing,Thoroughly Modern Millie,False
1967,1968,40,ART DIRECTION,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol",Thoroughly Modern Millie,False
1967,1968,40,COSTUME DESIGN,Jean Louis,Thoroughly Modern Millie,False
1967,1968,40,MUSIC (Original Music Score),Elmer Bernstein,Thoroughly Modern Millie,True
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Andre Previn, Joseph Gershenson",Thoroughly Modern Millie,False
1967,1968,40,MUSIC (Song),Music and Lyrics by James Van Heusen and Sammy Cahn,Thoroughly Modern Millie,False
1967,1968,40,SOUND,Universal City Studio Sound Department,Thoroughly Modern Millie,False
1956,1957,29,ACTRESS,Ingrid Bergman,Anastasia,True
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,Anastasia,False
2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,SOUND MIXING,"Christopher Boyes, David Parker, David Campbell and Lee Orloff",Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Terry Frazee",Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,ART DIRECTION,Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope,Seabiscuit,False
2003,2004,76,CINEMATOGRAPHY,John Schwartzman,Seabiscuit,False
2003,2004,76,COSTUME DESIGN,Judianna Makovsky,Seabiscuit,False
2003,2004,76,FILM EDITING,William Goldenberg,Seabiscuit,False
2003,2004,76,BEST PICTURE,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",Seabiscuit,False
2003,2004,76,SOUND MIXING,"Andy Nelson, Anna Behlmer and Tod A. Maitland",Seabiscuit,False
2003,2004,76,WRITING (Adapted Screenplay),Written for the Screen by Gary Ross,Seabiscuit,False
1985,1986,58,MAKEUP,Carl Fullerton,Remo Williams: The Adventure Begins,False
2003,2004,76,WRITING (Adapted Screenplay),Written by Robert Pulcini & Shari Springer Berman,American Splendor,False
1979,1980,52,MUSIC (Original Score),Henry Mancini,10,False
1979,1980,52,MUSIC (Original Song),Music by Henry Mancini; Lyric by Robert Wells,10,False
1997,1998,70,DOCUMENTARY (Feature),"Dan Gifford, William Gazecki",Waco: The Rules of Engagement,False
2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,False
2003,2004,76,DIRECTING,Sofia Coppola,Lost in Translation,False
2003,2004,76,BEST PICTURE,"Ross Katz and Sofia Coppola, Producers",Lost in Translation,False
2003,2004,76,WRITING (Original Screenplay),Written by Sofia Coppola,Lost in Translation,True
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Paper Moon,False
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,Paper Moon,True
1973,1974,46,SOUND,"Richard Portman, Les Fresholtz",Paper Moon,False
1973,1974,46,WRITING (Screenplay--based on material from another medium),Alvin Sargent,Paper Moon,False
1961,1962,34,ACTOR,Maximilian Schell,Judgment at Nuremberg,True
1961,1962,34,ACTOR,Spencer Tracy,Judgment at Nuremberg,False
1961,1962,34,ACTOR IN A SUPPORTING ROLE,Montgomery Clift,Judgment at Nuremberg,False
1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Judy Garland,Judgment at Nuremberg,False
1961,1962,34,ART DIRECTION (Black-and-White),Art Direction:  Rudolph Sternad;  Set Decoration:  George Milo,Judgment at Nuremberg,False
1961,1962,34,CINEMATOGRAPHY (Black-and-White),Ernest Laszlo,Judgment at Nuremberg,False
1961,1962,34,COSTUME DESIGN (Black-and-White),Jean Louis,Judgment at Nuremberg,False
1961,1962,34,DIRECTING,Stanley Kramer,Judgment at Nuremberg,False
1961,1962,34,FILM EDITING,Frederic Knudtson,Judgment at Nuremberg,False
1961,1962,34,BEST MOTION PICTURE,"Stanley Kramer, Producer",Judgment at Nuremberg,False
1961,1962,34,WRITING (Screenplay--based on material from another medium),Abby Mann,Judgment at Nuremberg,True
1954,1955,27,CINEMATOGRAPHY (Color),George Folsey,Seven Brides for Seven Brothers,False
1954,1955,27,FILM EDITING,Ralph E. Winters,Seven Brides for Seven Brothers,False
1954,1955,27,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Saul Chaplin",Seven Brides for Seven Brothers,True
1954,1955,27,BEST MOTION PICTURE,"Jack Cummings, Producer",Seven Brides for Seven Brothers,False
1954,1955,27,WRITING (Screenplay),"Albert Hackett, Frances Goodrich, Dorothy Kingsley",Seven Brides for Seven Brothers,False
1985,1986,58,ACTOR IN A LEADING ROLE,William Hurt,Kiss of the Spider Woman,True
1985,1986,58,DIRECTING,Hector Babenco,Kiss of the Spider Woman,False
1985,1986,58,BEST PICTURE,"David Weisman, Producer",Kiss of the Spider Woman,False
1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),Leonard Schrader,Kiss of the Spider Woman,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,True
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,False
1976,1977,49,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,All the President's Men,True
1976,1977,49,DIRECTING,Alan J. Pakula,All the President's Men,False
1976,1977,49,FILM EDITING,Robert L. Wolfe,All the President's Men,False
1976,1977,49,BEST PICTURE,"Walter Coblenz, Producer",All the President's Men,False
1976,1977,49,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",All the President's Men,True
1976,1977,49,WRITING (Screenplay--based on material from another medium),William Goldman,All the President's Men,True
1993,1994,66,MUSIC (Original Song),"Music and Lyric by Carole Bayer Sager, James Ingram and Clif Magness",Beethoven's 2nd,False
1991,1992,64,DIRECTING,John Singleton,Boyz N the Hood,False
1991,1992,64,WRITING (Screenplay Written Directly for the Screen),John Singleton,Boyz N the Hood,False
1991,1992,64,ACTOR IN A LEADING ROLE,Warren Beatty,Bugsy,False
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Harvey Keitel,Bugsy,False
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Bugsy,False
1991,1992,64,ART DIRECTION,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,Bugsy,True
1991,1992,64,CINEMATOGRAPHY,Allen Daviau,Bugsy,False
1991,1992,64,COSTUME DESIGN,Albert Wolsky,Bugsy,True
1991,1992,64,DIRECTING,Barry Levinson,Bugsy,False
1991,1992,64,MUSIC (Original Score),Ennio Morricone,Bugsy,False
1991,1992,64,BEST PICTURE,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",Bugsy,False
1991,1992,64,WRITING (Screenplay Written Directly for the Screen),James Toback,Bugsy,False
1976,1977,49,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Song Score and Adaptation Score by Paul Williams,Bugsy Malone,False
1939,1940,12,ACTRESS,Irene Dunne,Love Affair,False
1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Love Affair,False
1939,1940,12,ART DIRECTION,"Van Nest Polglase, Al Herman",Love Affair,False
1939,1940,12,MUSIC (Song),Music and Lyrics by Buddy de Sylva,Love Affair,False
1939,1940,12,OUTSTANDING PRODUCTION,RKO Radio,Love Affair,False
1939,1940,12,WRITING (Original Story),"Mildred Cram, Leo McCarey",Love Affair,False
1970,1971,43,ART DIRECTION,"Art Direction:  Terry Marsh, Bob Cartwright;  Set Decoration:  Pamela Cornell",Scrooge,False
1970,1971,43,COSTUME DESIGN,Margaret Furse,Scrooge,False
1970,1971,43,MUSIC (Original Song Score),Music and lyrics by Leslie Bricusse; adaptation score by Ian Fraser and Herbert W. Spencer,Scrooge,False
1970,1971,43,MUSIC (Song--Original for the Picture),Music and Lyrics by Leslie Bricusse,Scrooge,False
1967,1968,40,CINEMATOGRAPHY,Conrad Hall,In Cold Blood,False
1967,1968,40,DIRECTING,Richard Brooks,In Cold Blood,False
1967,1968,40,MUSIC (Original Music Score),Quincy Jones,In Cold Blood,False
1967,1968,40,WRITING (Screenplay--based on material from another medium),Richard Brooks,In Cold Blood,False
1942,1943,15,ACTOR,James Cagney,Yankee Doodle Dandy,True
1942,1943,15,ACTOR IN A SUPPORTING ROLE,Walter Huston,Yankee Doodle Dandy,False
1942,1943,15,DIRECTING,Michael Curtiz,Yankee Doodle Dandy,False
1942,1943,15,FILM EDITING,George Amy,Yankee Doodle Dandy,False
1942,1943,15,MUSIC (Scoring of a Musical Picture),"Ray Heindorf, Heinz Roemheld",Yankee Doodle Dandy,True
1942,1943,15,OUTSTANDING MOTION PICTURE,Warner Bros.,Yankee Doodle Dandy,False
1942,1943,15,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",Yankee Doodle Dandy,True
1942,1943,15,WRITING (Original Motion Picture Story),Robert Buckner,Yankee Doodle Dandy,False
2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,True
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,True
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,False
2003,2004,76,DIRECTING,Clint Eastwood,Mystic River,False
2003,2004,76,BEST PICTURE,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",Mystic River,False
2003,2004,76,WRITING (Adapted Screenplay),Screenplay by Brian Helgeland,Mystic River,False
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,False
2003,2004,76,ANIMATED FEATURE FILM,Aaron Blaise and Robert Walker,Brother Bear,False
1941,1942,14,MUSIC (Scoring of a Musical Picture),Morris Stoloff,You'll Never Get Rich,False
1941,1942,14,MUSIC (Song),Music and Lyrics by Cole Porter,You'll Never Get Rich,False
2003,2004,76,ART DIRECTION,Art Direction: William Sandell; Set Decoration: Robert Gould,Master and Commander: The Far Side of the World,False
2003,2004,76,CINEMATOGRAPHY,Russell Boyd,Master and Commander: The Far Side of the World,True
2003,2004,76,COSTUME DESIGN,Wendy Stites,Master and Commander: The Far Side of the World,False
2003,2004,76,DIRECTING,Peter Weir,Master and Commander: The Far Side of the World,False
2003,2004,76,FILM EDITING,Lee Smith,Master and Commander: The Far Side of the World,False
2003,2004,76,MAKEUP,Edouard Henriques III and Yolanda Toussieng,Master and Commander: The Far Side of the World,False
2003,2004,76,BEST PICTURE,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",Master and Commander: The Far Side of the World,False
2003,2004,76,SOUND EDITING,Richard King,Master and Commander: The Far Side of the World,True
2003,2004,76,SOUND MIXING,"Paul Massey, D.M. Hemphill and Arthur Rochester",Master and Commander: The Far Side of the World,False
2003,2004,76,VISUAL EFFECTS,"Dan Sudick, Stefen Fangmeier, Nathan McGuinness and Robert Stromberg",Master and Commander: The Far Side of the World,False
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,False
2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,False
1983,1984,56,CINEMATOGRAPHY,William A. Fraker,WarGames,False
1983,1984,56,SOUND,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Willie D. Burton",WarGames,False
1983,1984,56,WRITING (Screenplay Written Directly for the Screen),"Lawrence Lasker, Walter F. Parkes",WarGames,False
1986,1987,59,ACTOR IN A SUPPORTING ROLE,Michael Caine,Hannah and Her Sisters,True
1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Hannah and Her Sisters,True
1986,1987,59,ART DIRECTION,Art Direction:  Stuart Wurtzel;  Set Decoration:  Carol Joffe,Hannah and Her Sisters,False
1986,1987,59,DIRECTING,Woody Allen,Hannah and Her Sisters,False
1986,1987,59,FILM EDITING,Susan E. Morse,Hannah and Her Sisters,False
1986,1987,59,BEST PICTURE,"Robert Greenhut, Producer",Hannah and Her Sisters,False
1986,1987,59,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Hannah and Her Sisters,True
1992,1993,65,CINEMATOGRAPHY,Stephen H. Burum,Hoffa,False
1992,1993,65,MAKEUP,"Ve Neill, Greg Cannom, John Blake",Hoffa,False
1992,1993,65,ACTRESS IN A LEADING ROLE,Susan Sarandon,Lorenzo's Oil,False
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),"George Miller, Nick Enright",Lorenzo's Oil,False
1985,1986,58,MUSIC (Original Score),Bruce Broughton,Silverado,False
1985,1986,58,SOUND,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, David Ronne",Silverado,False
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Wild at Heart,False
1935,1936,8,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,False
1949,1950,22,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Little Women,True
1949,1950,22,CINEMATOGRAPHY (Color),"Robert Planck, Charles Schoenbaum",Little Women,False
1936,1937,9,DANCE DIRECTION,Hermes Pan,Swing Time,False
1936,1937,9,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,True
1947,1948,20,ACTOR,William Powell,Life with Father,False
